Pit: Mirage 2000-D, Creator: Laurent Buzzz Buzzi, Version: 1.1, Generated by LODexporter
SimDecLeftAuxComDigit       -1.15559 -1.277780 -2.789870    10  125   2		w
SimCycleRadioChannel        -1.56787 1.325750 -2.749230    35  125   1		w
SimDecRadioChannel          -1.56787 1.325750 -2.749230    35  125   2		w
SimCycleRightAuxComDigit    -1.19586 -1.354760 -2.786850    10  125   1		w
SimDecRightAuxComDigit      -1.19586 -1.354760 -2.786850    10  125   2		w
SimCycleRightAuxComDigit    -1.17885 -1.354760 -2.788130    10  125   1		w
SimDecRightAuxComDigit      -1.17885 -1.354760 -2.788130    10  125   2		w
SimCycleRightAuxComDigit    -1.15559 -1.354760 -2.789870    10  125   1		w
SimDecRightAuxComDigit      -1.15559 -1.354760 -2.789870    10  125   2		w
SimDecAirSource             -0.27412 -1.612440 -2.796040    55  126   2		w
SimIncAirSource             -0.27412 -1.612440 -2.796040    55  124   1		w
SimEmergencyJettison        -2.15137 1.315740 -1.989240    55  123   1
SimEngContPri                1.20852 1.483500 -2.857460    55  115   2
SimEngContSec                1.20852 1.483500 -2.857460    55  115   1
SimEpuDown                   0.23166 -1.678370 -2.750910    35  125   2
SimEpuUp                     0.23166 -1.678370 -2.750910    35  125   1
SimEpuDown                   0.23166 -1.760840 -2.750910    35  125   2
SimEpuUp                     0.23166 -1.761110 -2.750910    35  125   1
SimWingLightBrt             -1.08551 1.627200 -2.870890    35  115   1
SimWingLightOff             -1.08551 1.627200 -2.870890    35  115   2
SimFuelDoorClose            -1.11626 1.346190 -2.870890    40  115   2
SimFuelDoorOpen             -1.11626 1.346190 -2.870890    40  115   1
SimHSIModeInc               -1.53738 -1.276830 -2.732460    55  124   1		w
SimHSIModeDec               -1.53738 -1.276830 -2.732460    55  124   2		w
SimHUDScalesUp              -1.77394 0.243056 -1.001930    30  115   1
SimHUDScalesDown            -1.77394 0.243056 -1.001930    30  115   2
SimHUDBrightnessUp          -1.77043 0.244615 -1.121920    35  124   1		w
SimHUDBrightnessDown        -1.77043 0.244615 -1.121920    35  124   2		w
SimHUDOff                   -1.86581 0.102302 -1.331600    25  115   2
SimHUDOn                    -1.86581 0.102302 -1.331600    25  115   1
SimHUDAltUp                 -1.77405 -0.251017 -1.059900    35  124   2		w
SimHUDAltDown               -1.77405 -0.251017 -1.059900    35  124   1		w
SimHUDVelocityDown          -1.77854 -0.157855 -0.974259    30  115   2
SimHUDVelocityUp            -1.77854 -0.157855 -0.974259    30  115   1
SimICPALOW                  -1.71155 -1.707950 -2.760000    20  126   1
SimICPCLEAR                 -1.39359 -1.813010 -2.773190    25  122   1
SimICPCom1                  -1.72000 -1.269000 -2.760000    20  126   1
SimICPCom2                  -1.72000 -1.478000 -2.760000    20  126   1
SimICPCrus                  -1.60226 -1.705200 -2.764060    20  126   1
SimICPDEDDOWN               -1.49500 -1.510000 -2.770230    20  126   1
SimICPDEDSEQ                -1.39788 -1.502520 -2.773190    20  124   1
SimICPDEDUP                 -1.58800 -1.508000 -2.766810    20  126   1
SimICPEIGHT                 -1.49500 -1.703720 -2.770230    20  126   1
SimICPEnter                 -1.39910 -1.620840 -2.773190    25  122   1
SimICPLIST                  -1.72000 -1.375000 -2.760000    20  126   1
SimICPMark                  -1.49500 -1.613720 -2.770230    20  126   1
SimICPNINE                  -1.49500 -1.803720 -2.770230    20  126   1
SimICPResetDED              -1.40070 -1.384000 -2.773190    20  124   1
SimICPSIX                   -1.60226 -1.805200 -2.764060    20  126   1
SimICPStpt                  -1.60226 -1.615200 -2.764060    20  126   1
SimICPTHREE                 -1.71155 -1.807950 -2.760000    20  126   1
SimICPTILS                  -1.71155 -1.617950 -2.760000    20  126   1
SimICPZERO                  -1.39000 -1.707790 -2.773190    20  126   1
SimILSOff                    0.60961 1.392290 -2.875680    25  125   2
SimILSOn                     0.60961 1.392290 -2.875680    25  125   1
SimINSDec                   -1.38470 -1.240460 -2.775520    35  126   2
SimINSInc                   -1.38470 -1.240460 -2.775520    35  126   1
SimInstrumentLightCW        -0.04000 -1.512950 -2.795640    55  124   1		w
SimInstrumentLightCCW       -0.04000 -1.512950 -2.795640    55  124   2		w
SimInteriorLightCW          -0.04000 -1.731460 -2.795640    55  124   1		w
SimInteriorLightCCW         -0.04000 -1.731460 -2.795640    55  124   2		w
SimJfsStart                  0.28100 -1.450000 -2.800000    66  126   1
SimLandingLightOff          -1.43733 1.878250 -2.697580    80  126   2
SimLandingLightOn           -1.43733 1.878250 -2.697580    80  126   1
SimLEFAuto                  -0.84544 1.491340 -2.852110    35  115   2
SimLEFLock                  -0.84544 1.491340 -2.852110    35  115   1
SimLightsFlash              -0.85069 1.779640 -2.870890    35  115   1
SimLightsSteady             -0.85069 1.779640 -2.870890    35  115   2
SimExtlMasterNorm           -0.84544 1.606660 -2.852110    35  115   1
SimExtlMasterOff            -0.84544 1.606660 -2.852110    35  115   2
SimMainPowerDec             -2.07088 -1.199000 -2.147290    40  115   2
SimMainPowerInc             -2.07088 -1.199000 -2.147290    40  115   1
SimMalIndLightsOFF          -2.07303 -1.322380 -2.149630    40  115   2
SimMalIndLights             -2.07303 -1.322380 -2.149630    40  115   1
SimMalIndLights              1.64675 1.519500 -2.898880    55  115   1
SimMalIndLightsOFF           1.64675 1.519500 -2.898880    55  115   2
SimMalIndLights              1.41950 1.519500 -2.898880    55  115   1
SimMalIndLightsOFF           1.41950 1.519500 -2.898880    55  115   2
SimMasterFuelOff             0.33335 -1.678370 -2.750910    35  125   2
SimMasterFuelOn              0.33335 -1.678370 -2.750910    35  125   1
SimMasterFuelOff             0.33335 -1.760840 -2.750910    35  125   2
SimMasterFuelOn              0.33335 -1.761110 -2.750910    35  125   1
SimParkingBrakeToggle        0.23452 -1.085630 -2.578420    65  123   1
SimParkingBrakeToggle        0.57998 -1.087400 -2.608640    65  123   1
SimParkingBrakeToggle        0.39570 -1.087660 -2.592520    65  123   1
SimRALTDown                 -1.76309 -0.157856 -1.123370    30  115   2
SimRALTUp                   -1.76341 -0.157856 -1.123400    30  115   1
SimRetDn                    -1.83801 -0.241825 -1.336440    35  124   2
SimRetUp                    -1.83801 -0.241825 -1.336440    35  124   1
SimReticleSwitchDown        -1.75991 0.140386 -1.118570    30  115   2
SimReticleSwitchUp          -1.75991 0.140386 -1.118570    30  115   1
SimSeatOff                  -1.15559 -0.125410 -2.650390   120  129   2
SimSeatOn                   -1.15559 -0.125410 -2.650390   120  129   1
SimSeatOff                  -1.29545 0.016530 -2.408140   120  129   2
SimSeatOn                   -1.29545 0.016530 -2.408140   120  129   1
SimSilenceHorn              -1.79295 0.144346 -1.000440    20  126   1 8
SimStepComm1VolumeDown       0.49093 1.660120 -2.875680    25  125   2		w
SimStepComm1VolumeUp         0.49093 1.660120 -2.875680    25  125   1		w
SimStepComm2VolumeDown       0.49093 1.525520 -2.875680    25  125   2		w
SimStepComm2VolumeUp         0.49093 1.525520 -2.875680    25  125   1		w
SimStepMissileVolumeDown     0.49093 1.398470 -2.875680    25  125   2		w
SimStepMissileVolumeUp       0.49093 1.398470 -2.875680    25  125   1		w
SimStepThreatVolumeDown      0.61063 1.650430 -2.875680    25  125   2		w
SimStepThreatVolumeUp        0.61063 1.650430 -2.875680    25  125   1		w
SimSymWheelDn               -1.83801 0.240629 -1.336440    35  124   2		w
SimSymWheelUp               -1.83801 0.240629 -1.336440    35  124   1		w
SimTACANAATR                -1.06118 -1.428060 -2.771800    35  125   1
SimTACANTR                  -1.06118 -1.428060 -2.771800    35  125   2
SimThrottleIdleDetent       -0.80300 1.149860 -2.843000    55  126   1
SimTrimAPNORM                0.81368 1.411910 -2.881620    40  115   1
SimTrimAPDISC                0.81368 1.411910 -2.881620    40  115   2
SimTrimNoseUp                0.80246 1.558680 -2.884410    25  124   1 8
SimTrimNoseUp                0.80246 1.558680 -2.884410    25  124   2 0
SimTrimNoseDown              0.86539 1.558680 -2.884410    25  124   1 8
SimTrimNoseDown              0.86539 1.558680 -2.884410    25  124   2 0
SimTrimRollLeft              1.01881 1.712340 -2.884410    25  124   1 8
SimTrimRollLeft              1.01881 1.712340 -2.884410    25  124   2 0
SimTrimRollRight             1.01881 1.636860 -2.884410    25  124   1 8
SimTrimRollRight             1.01881 1.636860 -2.884410    25  124   2 0
SimTrimYawLeft               0.96438 1.454717 -2.840211    25  124   1 8
SimTrimYawLeft               0.96438 1.454717 -2.840211    25  124   2 0
SimTrimYawRight              0.96438 1.396340 -2.840211    25  124   1 8
SimTrimYawRight              0.96438 1.396340 -2.840211    25  124   2 0
SimWarnReset                -2.07303 -1.460080 -2.149630    40  115   1
SimStepFormationLightsUp    -1.08551 1.481790 -2.870890    35  115   1
SimStepFormationLightsDown  -1.08551 1.481790 -2.870890    35  115   2
ExtinguishMasterCaution     -2.18415 0.484209 -1.010047    40  127   1
SimAltPressDec              -2.11663 -0.783698 -1.699251    15  125   2		w
SimAltPressInc              -2.11663 -0.783698 -1.699251    15  125   1		w
SimCBEOSB_20R               -2.13719 0.223172 -1.785310    30  126   1
SimCBEOSB_19R               -2.10315 0.223450 -1.858370    30   30   1
SimCBEOSB_18R               -2.06777 0.223162 -1.928900    30  126   1
SimCBEOSB_17R               -2.03535 0.221311 -1.998350    30  126   1
SimCBEOSB_16R               -2.00190 0.220029 -2.070000    30  126   1
SimCBEOSB_15R               -1.97408 0.158902 -2.131575    30  126   1
SimCBEOSB_14R               -1.97408 0.080122 -2.131575    30  126   1
SimCBEOSB_13R               -1.97408 -0.000165 -2.131575    30  126   1
SimCBEOSB_12R               -1.97408 -0.082054 -2.131575    30  126   1
SimCBEOSB_11R               -1.97408 -0.161565 -2.131575    30  126   1
SimCBEOSB_10R               -1.99998 -0.218295 -2.072040    30  126   1
SimCBEOSB_9R                -2.03445 -0.217677 -1.998190    30  126   1
SimCBEOSB_8R                -2.06902 -0.216294 -1.924120    30  126   1
SimCBEOSB_7R                -2.10342 -0.216769 -1.855690    30  126   1
SimCBEOSB_6R                -2.13623 -0.216564 -1.785270    30  126   1
SimCBEOSB_5R                -2.18017 -0.154323 -1.702368    30  126   1
SimCBEOSB_4R                -2.18017 -0.076464 -1.702368    30  126   1
SimCBEOSB_3R                -2.18017 0.000679 -1.702368    30  126   1
SimCBEOSB_2R                -2.18017 0.079454 -1.702368    30  126   1
SimCBEOSB_1R                -2.18017 0.154454 -1.702368    30  126   1
SimCBEOSB_20L               -2.14943 0.892947 -1.451702    15  126   1
SimCBEOSB_19L               -2.14582 0.892033 -1.499988    15   30   1
SimCBEOSB_18L               -2.13967 0.891580 -1.548510    15  126   1
SimCBEOSB_17L               -2.13587 0.891855 -1.596173    15  126   1
SimCBEOSB_2L                -2.15543 0.792737 -1.393879    15  126   1
SimCBEOSB_3L                -2.15543 0.739596 -1.393879    15  126   1
SimCBEOSB_4L                -2.15543 0.685274 -1.393879    15  126   1
SimCBEOSB_1L                -2.15543 0.846107 -1.393879    15  126   1
SimCBEOSB_5L                -2.15543 0.634417 -1.393879    15  126   1
SimCBEOSB_7L                -2.14561 0.587542 -1.500206    15  126   1
SimCBEOSB_16L               -2.13213 0.890573 -1.644391    15  126   1
SimCBEOSB_6L                -2.14935 0.586306 -1.451285    15  126   1
SimCBEOSB_8L                -2.13934 0.588291 -1.548723    15  126   1
SimCBEOSB_9L                -2.13567 0.590766 -1.598535    15  126   1
SimCBEOSB_10L               -2.13183 0.590147 -1.644027    15  126   1
SimCBEOSB_14L               -2.12602 0.793881 -1.684648    15  126   1
SimCBEOSB_13L               -2.12602 0.740251 -1.684648    15  126   1
SimCBEOSB_12L               -2.12602 0.684940 -1.684648    15  126   1
SimCBEOSB_11L               -2.12602 0.637013 -1.684648    15  126   1
SimCBEOSB_15L               -2.12602 0.845463 -1.684648    15  126   1
SimCBEOSB_BRTDOWN_R        -1.91258 -0.308093 -2.151920    20  126   2	w
SimCBEOSB_BRTUP_R          -1.91258 -0.308093 -2.151920    20  126   1	w
SimDecFuelPump              -2.06926 -0.514202 -2.084487    25  124   2
SimIncFuelPump              -2.06926 -0.514202 -2.084487    25  124   1
SimDecFuelSwitch            -2.09868 -0.515913 -1.910998    25  129   2
SimIncFuelSwitch            -2.09868 -0.515913 -1.910998    25  129   1
SimDLPower                  -2.09360 0.881224 -2.055420    15  126   1
SimEWSRWROn                                                      -0.84828 -1.227852 -2.774129    40  115   1
SimEWSRWROff                                                     -0.84828 -1.227852 -2.774129    40  115   2
SimEcmPowerOn                                                    -0.85443 -1.353608 -2.788743    35  115   1
SimEcmPowerOff                                                   -0.85443 -1.353608 -2.788743    35  115   2
SimEWSChaffOn                                                    -0.85443 -1.432759 -2.788743    35  115   1
SimEWSChaffOff                                                   -0.85443 -1.432759 -2.788743    35  115   2
SimEWSFlareOn                                                    -0.85443 -1.509648 -2.788743    35  115   1
SimEWSFlareOff                                                   -0.85443 -1.509648 -2.788743    35  115   2
SimEWSPGMInc                                                     -0.90021 -1.585939 -2.777534    20  115   1
SimEWSPGMDec                                                     -0.90021 -1.585939 -2.777534    20  115   2
SimEWSPGMInc                                                     -0.79813 -1.585939 -2.777534    20  115   1
SimEWSPGMDec                                                     -0.79813 -1.585939 -2.777534    20  115   2
SimEWSPGMInc                                                     -0.84929 -1.585939 -2.777534    20  115   1
SimEWSPGMDec                                                     -0.84929 -1.585939 -2.777534    20  115   2
SimEWSProgInc                                                    -0.85821 -1.750988 -2.777534    40  126   1 w
SimEWSProgDec                                                    -0.85821 -1.750988 -2.777534    40  126   2 w
SimFCCPower                 -2.10323 0.798653 -1.975960    15  126   1
SimFCRPower                 -2.10252 0.882521 -1.977530    15  126   1
SimFuelTransNorm            -2.08345 -0.514990 -2.005559    25  129   2
SimFuelTransWing            -2.08345 -0.514990 -2.005559    25  129   1
SimGPSPower                 -2.09650 0.713069 -2.052880    15  126   1
SimGPSPower                 -2.09650 0.798249 -2.052880    15  126   1
SimHsiCourseDec             -2.09956 0.517121 -1.733403    30  125   2		w
SimHsiCourseInc             -2.09956 0.517121 -1.733403    30  125   1		w
SimHsiHeadingDec            -2.09956 0.968011 -1.738635    30  125   2		w
SimHsiHeadingInc            -2.09956 0.968011 -1.738635    30  125   1		w
SimHUDDEDDown                                                    -0.63473 -1.300760 -2.775810    30  115   2
SimHUDDEDUp                                                      -0.63449 -1.300760 -2.775810    30  115   1
SimICPAA                    -2.11196 0.884150 -1.897050    15  126   1
SimICPAG                    -2.11196 0.802661 -1.897050    15  126   1
SimLaserArmOff              -2.15142 1.158340 -1.466000    25  115   2
SimLaserArmOn               -2.15142 1.158340 -1.466000    25  115   1
SimLeftAPDown               -2.18208 0.662909 -0.994318    25  122   1
SimLeftAPMid                -2.17729 0.722753 -1.046390    25  122   1
SimLeftAPUp                 -2.17243 0.782358 -1.100040    25  122   1
SimMasterArmDown            -2.07053 1.034430 -1.896410    35  115   2
SimMasterArmUp              -2.07107 1.034430 -1.896450    35  115   1
SimMFDPower                 -2.10284 0.631281 -1.975240    15  126   1
SimMPOToggle                -2.17997 0.426163 -0.881669    40  115   1
SimMPOToggle                -2.17997 0.426163 -0.881669    40  115   2
SimRadarGainDown            -1.90971 0.307300 -2.150720    20  126   2		w
SimRadarGainUp              -1.90971 0.307300 -2.150720    20  126   1		w
SimRightAPDown               -2.16266 0.904451 -1.203360    25  122   1
SimRightAPMid               -2.16266 0.904451 -1.203360    25  122   2
SimRightAPUp               -2.16755 0.846449 -1.153420    25  122   1
SimRightAPMid               -2.16755 0.846449 -1.153420    25  122   2
SimToggleTFR				-2.17400 0.578000 -1.126000	   25  122   1
SimRightHptPower            -2.09632 0.629684 -2.054960    15  126   1
SimRWRHandoff               -2.10664 0.610677 -1.737293    20  126   1 8
SimRWRHandoff               -2.10664 0.610677 -1.737293    20  126   2 0
SimEWSJammerOff                                                  -2.16108 0.582253 -1.220021    35  125   1
SimEWSJammerOn                                                   -2.16108 0.582253 -1.220021    35  125   2
SimCMSDown                                                   -2.13808 0.727121 -1.323919    20  126   1
SimCMSRight                                                   -2.13808 0.727121 -1.323919    20  126   2
SimRwrPower                 -2.13808 0.637008 -1.323919    20  126   1
SimRWRSetGroundPriority     -2.09418 1.066908 -1.548342    20  126   1
//SimRWRSetNaval            -2.08698 0.413526 -1.629754    20  126   1
SimRWRSetPriority           -2.09409 0.413526 -1.548504    20  126   1
SimRWRSetSearch             -2.13800 0.549137 -1.324859    20  126   1
SimRWRSetTargetSep          -2.10840 0.413526 -1.384954    20  126   1
SimRWRSetUnknowns           -2.10123 0.413526 -1.466844    20  126   1
SimSMSPower                 -2.10305 0.714204 -1.976940    15  126   1
SimUFCPower                 -2.10287 0.461884 -1.976730    15  126   1
SimILSOff                    0.60961 1.525290 -2.875680    25  125   2
AFGearDown                  -1.94952 1.618770 -2.124064    50  119   1
AFGearUp                    -1.90940 1.618770 -2.294470    50  119   1
AFAlternateGear             -2.02181 1.384853 -1.948478    40  125   1
AFAlternateGearReset        -2.03454 1.583277 -2.555954    40  125   1
SimEmergencyJettison        -2.09374 1.261404 -2.015441    55  123   1
