#  It’s highly recommended to work on this file with Microsoft Excel!													
#													
#  Explanation of Soundtable 													
#  													
#  https://channel9.msdn.com/coding4fun/articles/Beginning-Game-Development-Part-VIII-DirectSound													
#  https://msdn.microsoft.com/en-us/library/ee418662%28v=vs.85%29.aspx													
#													
#  Note that if you want the volume of an aircraft engine to be audible at a certain maximum range, then you have to take care to make the sound fade out properly when they exceed that range. Otherwise the sound will simply snap in/out at that given range.													
#  The volume is expressed in hundredths of a decibel and ranges from 0 (full volume) to -10,000 (completely silent).													
#  The decibel scale is not linear, so you may reach effective silence well before the volume setting reaches true silence at -10,000.													
#  There is also no way to increase the volume of the sound above the volume it was recorded at, so you have to make sure to record the sound with a high enough volume to at least match the desired maximum volume in the game.													
#  Note that the dB scale is logarithmic. Psycho acoustician tell us, that a 10 dB increase of level give the impression of the doubling the loudness (volume). Your loudspeakers need 10 times more power. If you have 6 violins as source, then you have to ten times the violins, you need 60 violins to double the psycho-acoustic loudness (volume).													
#  A doubling of the sensed volume (loudness) is equivalent to a level change approximately between 6 dB and 10 dB.													
#  Also pay attention to the fact that a .wav / .ogg file can be reduced in volume via the aircraft .dat file (volume chart in respect to RPM), and then also reduced and modified with the soundtable. Pay close attention to these elements if you are not getting the desired results when modifying sounds via the F4SndTable.													
#  When modifying the F4SndTable.txt it is best to copy it into an excel sheet where you can apply all kinds of formatting (colour, bold, etc etc) that don't cross into a .txt file when you copy and paste it back.													
#													
#  Column 1:													
#  WAV/OGG File-name - The file name is relative to the Sound directory. Note that now in BMS, all files are in .ogg format.													
#													
#  Column 2: Start													
#  Unused (exists purely due to historical reasons).													
#  													
#  Column 3: End													
#  Unused (exists purely due to historical reasons).													
#													
#  Column 4: MaxFeet													
#  The maximum distance, in feet, that a sound can be heard, beyond this distance, the sound will not be played at all. 													
#  At MaxFeet, the volume of the sound will be attenuated to MinVol. 													
#  Do note that the attenuation process starts at Minfeet and ends at Maxfeet.													
#													
#  Column 5: MinFeet													
#  The distance from the listener, in feet, at which the sound BEGINS to attenuate as stated above. At and within MinFeet, the sound is attenuated to MaxVol.													
#  E.G. If this value were to be something like 10ft, that means the sound will be at its absolute loudest at that range. Beyond this range the sound starts to decrease to whatever value is defined in MinVol.													
#  (Dee-Jay 2016/04/25) ATTENTION! For some reasons (unknown at this moment) this is not working as expected and gives bad results. So pay attention by using the MinFeet and always ensure in 3D that the results is the one expected. 													
#  (If you know or find how to use it correctly, please contact me.)													
#													
#													
#  Column 6: Vol @ MinFeet													
#  This is the maximum volume the sounds will be played. It is handled differently depending on whether or not the sound is an external type. 													
#  For NON external sounds this is the volume the sound will be played.													
#  For external sounds (Flag E): This is the volume the sound will heard at and within MinFeet.													
#													
#  Column 7: Vol @ MaxFeet													
#  This is volume at MaxFeet, it only effects external sounds.													
#													
#  Column 8: Flags													
#													
#  Primary Flags: (The following 6 are mutually exclusive, only use 1 per sound).													
#  E : External sound, when heard from in the cockpit, extra attenuation is applied.													
#  S : External sound, if the player's aircraft (self) emitted that sound, it is not attenuated when heard from the inside cockpit.													
#  O : External sound, is ONLY played with an exterior view.													
#  X : External sound, is ONLY played while in the cockpit.													
#  V : VMS (Betty), is always heard.													
#  I : Internal sound, only heard while in cockpit.													
#													
#  Secondary Flags:													
#  L : Looped.													
#  F : Frequency can be adjusted.													
#  H : High priority.													
#  R : Reverse Doppler effect, this might be useful for Burner sounds.													
#  C : Cone effect controlled by column 14.													
#													
#  Column 9: Unused													
#													
#  Column 10: Sound Group													
#  These correspond to the sound level sliders in F4's Sound Setup.													
#													
# -  0 - Engine External													
# -  1 - Sidewinder (IR Missile tones)													
# -  2 - RWR													
# -  3 - (Reserved - COM1)													
# -  4 - (Reserved - COM2)													
# -  5 - Sound Effects													
# -  6 - (Reserved - Music)													
# -  7 - (Reserved - UI)													
# -  8 - Cockpit													
# -  9 - (Reserved - Master)													
# - 10 - Engine Internal													
# - 11 - Intercom (Tones/Alarms/VMS/Betty)													
#													
#  Column 11: Linked Sound ID													
#  This is the ID number of another sound. This allows F4 to automatically play multiple sounds. This is useful where the code doesn't explicitly call internal & external sounds for the same effect.													
#  An example of this is the Vulcan cannon sounds. If you check the sound table, you'll see that the vulcan sound is already setup using this method. 													
#													
#  Column 12: Inside Cone													
#  The sound is heard normally when the listener (camera) is within the cone specified.													
#  If for example you want the sound to be heard normally when facing the rear of an aircraft, then the inside cone could be between 190 and 170.													
#  Then as the camera moves towards the left wing, he enters the Outside Cone which could be slightly wider. The sound is still audible but is fading out, until the camera is outside the Outside Cone, at which point the sound begins to fade out to the volume set for attenuation.													
#													
#  Note: 													
#  Every 3D sound buffer has a sound cone, but by default a buffer behaves like an omnidirectional sound source, because the outside volume is not attenuated, and the inside and outside cone angles are 360 degrees. Unless the application changes these values, the sound does not have any apparent orientation.													
#  Designing sound cones properly can add dramatic effects to your application. For example, you could position a sound source in the centrer of a room, setting its orientation toward an open door in a hallway. Then set the angle of the inside cone so that it extends to the width of the doorway, make the outside cone a bit wider, and set the outside cone volume to inaudible.													
#  A listener moving along the hallway will begin to hear the sound only when near the doorway, and the sound will be loudest as the listener passes in front of the open door.													
#													
#  Column 13: OutSide Cone													
#  Specifies the outside cone where the volume begins to attenuate to the specified value.													
#													
#  Column 14:													
#  Attenuation: The value which to decrease the volume of a sound transitioning from the Inside Cone to the Outside Cone at its maximum reciprocal value for the inside cone.													
#  As the listener transitions from inside the cone, to outside, the attenuation is applied it's telling it that when you are outside of the cone.													
#													
#													
#  Note: Only external sounds have 3D affects applied to them.													
#													
#													
# 0	Start	End	MaxFeet	MinFeet	Vol @ MinFeet	Vol @ MaxFeet	Flags	Unused	Sound Group	Linked Sound ID	Inside Cone	Outside Cone	Attenuation
# 60	EMPTY FREE SLOT (old twslnch.wav)												
Common\none.ogg	0	0	0	0	0	0	X	0	0	0			
# 61	EMPTY FREE SLOT (old twslncir.wav)												
Common\none.ogg	0	0	0	0	0	0	X	0	0	0			
# 62	EMPTY FREE SLOT (old twssrch.wav)												
Common\none.ogg	0	0	0	0	0	0	X	0	0	0			
# 63	VMS (Betty)												
Cockpit\warning.ogg	0	0	99999	0	-850	-10000	V	0	11	0			
# 64	VMS (Betty)												
Cockpit\caution.ogg	0	0	99999	0	-850	-10000	V	0	11	0			
# 65	VMS (Betty)												
Cockpit\altitude.ogg	0	0	99999	0	-850	-10000	V	0	11	0			
# 66	VMS (Betty)												
Cockpit\bingo.ogg	0	0	99999	0	-850	-10000	V	0	11	0			
# 67	VMS (Betty)												
Cockpit\lock.ogg	0	0	99999	0	-850	-10000	V	0	11	0			
# 68	VMS (Betty)												
Cockpit\pullup.ogg	0	0	99999	0	-850	-10000	V	0	11	0			
# 69	EMPTY FREE SLOT (old None.wav)												
Common\none.ogg	0	0	0	0	0	0	X	0	0	0			
# 70	VMS (Betty)												
Cockpit\iff.ogg	0	0	99999	0	-850	-10000	V	0	11	0			
# 71	Interior												
Common\vulloop.ogg	0	0	99999	0	0	-10000	IL	0	5	0			
# 72	Interior												
Common\vulend.ogg	0	0	99999	0	0	-10000	I	0	5	0			
# 73													
Twi\a50.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 74													
Twi\sa15.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 75													
Twi\f5.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 76													
Twi\f22.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 77													
Twi\2s6.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 78													
Twi\adats.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 79													
Twi\ah66.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 80													
Twi\av8b.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 81													
Twi\e2c.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 82													
Twi\e3.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 83													
Twi\f4.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 84													
Twi\f14.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 85													
Twi\f15.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 86													
Twi\hawk.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 87													
Twi\nikescr.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 88													
Twi\j5.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 89													
Twi\j7.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 90													
Twi\nikeacq.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 91													
Twi\nike.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 92													
Twi\patriotsrc.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 93													
Twi\sa2.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 94													
Twi\sa3.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 95													
Twi\sa4.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 96													
Twi\sa5.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 97													
Twi\sa6.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 98													
Twi\sa8.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 99													
Twi\sa15acq.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 100													
Twi\sa11acq.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 101													
Twi\sa11.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 102													
Twi\slotback.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 103													
Twi\su15.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 104	ECS (old diveloop.wav)												
Cockpit\ecsstart.ogg	0	0	99999	0	-2200	-10000	IH	0	8	0			
# 105													
Common\fireloop.ogg	0	0	300	0	0	-10000	OLF	0	5	0			
# 106													
Common\chute.ogg	0	0	300	0	0	-10000	O	0	5	0			
# 107													
Common\splish.ogg	0	0	300	0	0	-10000	O	0	5	0			
# 108													
Common\rcktloop.ogg	0	0	3000	0	0	-10000	EL	0	5	0			
# 109													
Common\impactg1.ogg	0	0	12000	0	800	-3000	O	0	5	0			
# 110													
Common\impactg2.ogg	0	0	12000	0	800	-3000	O	0	5	0			
# 111													
Common\impactg3.ogg	0	0	10000	0	800	-3000	O	0	5	0			
# 112													
Common\impactg4.ogg	0	0	12000	0	800	-3000	O	0	5	0			
# 113													
Common\impactg5.ogg	0	0	12000	0	800	-3000	O	0	5	0			
# 114													
Common\impactg6.ogg	0	0	12000	0	800	-3000	O	0	5	0			
# 115													
Cockpit\toggllil.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 116													
Cockpit\rtryknob.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 117													
Cockpit\ejectlvr.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 118													
Cockpit\geardwn.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 119													
Cockpit\gearup.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 120													
Cockpit\icp1.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 121													
Cockpit\icp2.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 122													
Cockpit\icpmntry.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 123													
Cockpit\jettison.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 124													
Cockpit\knobbig.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 125													
Cockpit\knoblil.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 126													
Cockpit\mfd.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 127													
Cockpit\momntary.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 128													
Cockpit\navknob.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 129													
Cockpit\togglbig.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 130													
Cockpit\bumpswitch.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 131	EMPTY FREE SLOT (old airbrake.wav)												
Common\none.ogg	0	0	0	0	0	0	X	0	0	0			
# 132	Undercarriage jammed												
Common\bind.ogg	0	0	99999	0	-1000	-10000	I	0	5	0			
# 133	Refuel boom contact												
Common\aarboomcontact.ogg	0	0	99999	0	0	-10000	I	0	5	0			
# 134													
Common\jettison.ogg	0	0	300	0	0	-10000	S	0	5	0			
# 135	This is not a free slot!!! - Men is actually screaming here!												
Common\scream.ogg	0	0	300	0	0	-10000	O	0	5	0			
# 136	ECS (old stall.wav)												
Cockpit\ecsend.ogg	0	0	99999	0	-2200	-10000	IH	0	8	0			
# 137													
Common\wind.ogg	0	0	99999	0	500	-10000	OL	0	5	0			
# 138													
Common\flare.ogg	0	0	1200	0	0	-10000	O	0	5	0			
# 139													
Common\brakend.ogg	0	0	300	0	0	-10000	O	0	5	0			
# 140													
Common\brakloop.ogg	0	0	300	0	0	-10000	OL	0	5	0			
# 141													
Common\brakstrt.ogg	0	0	300	0	0	-10000	O	0	5	0			
# 142													
Common\brakwind.ogg	0	0	300	0	0	-10000	SL	0	5	0			
# 143													
Common\flapend.ogg	0	0	300	0	-1000	-10000	S	0	5	0			
# 144													
Common\flaploop.ogg	0	0	300	0	-1000	-10000	SL	0	5	0			
# 145													
Common\flapstrt.ogg	0	0	300	0	-1000	-10000	S	0	5	0			
# 146													
Common\gearcend.ogg	0	0	1500	0	-1000	-10000	S	0	5	0			
# 147													
Common\gearcst.ogg	0	0	1500	0	-1000	-10000	S	0	5	0			
# 148													
Common\gearloop.ogg	0	0	1500	0	-1000	-10000	SL	0	5	0			
# 149													
Common\gearost.ogg	0	0	1500	0	-1000	-10000	S	0	5	0			
# 150													
Common\gearoend.ogg	0	0	1500	0	-1000	-10000	S	0	5	0			
# 151	Unused?												
Cockpit\ugh.ogg	0	0	99999	0	0	-10000	I	0	8	0			
# 152													
Twi\barlock.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 153													
Twi\firecan.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 154													
Twi\flatface.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 155													
Twi\straightflush.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 156													
Twi\lowblow.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 157													
Twi\hawkscr.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 158													
Twi\hawkacq.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 159													
Twi\patriotacq.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 160													
Twi\spoonrst.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 161													
Twi\tps63.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 162													
Twi\f16.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 163													
Twi\longtrack.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 164													
Twi\gundish.ogg	0	0	99999	0	0	-10000	I	0	2	0			
# 165													
Twi\amraam.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 166													
Twi\phoenix.ogg	0	0	99999	0	0	-10000	IL	0	2	0			
# 167	VMS (Betty)												
Cockpit\lspdtone.ogg	0	0	99999	0	-850	-10000	IL	0	11	0			
# 168	Not working! Check particle.sys												
Common\tlscrape.ogg	0	0	6000	0	0	-10000	ELF	0	5	0			
# 169	Wheel rolling & Stall rumble												
Common\rumble.ogg	0	0	100	0	-1000	-10000	ILF	0	5	0			
# 170	Unused?												
Common\rumbshrt.ogg	0	0	100	0	0	-10000	ILF	0	5	0			
# 171	Rolling on grass at high speed?												
Common\thump.ogg	0	0	99999	0	0	-10000	IF	0	5	0			
# 172	Wheel brake												
Common\tiresqueal.ogg	0	0	99999	0	0	-10000	ILF	0	5	0			
# 173													
Common\hit1.ogg	0	0	99999	0	-1000	-10000	I	0	5	0			
# 174													
Common\hit2.ogg	0	0	99999	0	-1000	-10000	I	0	5	0			
# 175													
Common\hit3.ogg	0	0	99999	0	-1000	-10000	I	0	5	0			
# 176													
Common\hit4.ogg	0	0	99999	0	-1000	-10000	I	0	5	0			
# 177													
Common\hit5.ogg	0	0	99999	0	-1000	-10000	I	0	5	0			
# 178	Gear doors overstressed												
Common\groundcrunch.ogg	0	0	99999	0	-1000	-10000	I	0	5	0			
# 179	EMPTY FREE SLOT (old c130.wav)												
