# NAVAIDS FOR KUWAIT THEATER v1.0 - FALCON BMS 4.32
# Jan 2015 by Malcolm Hutcheon
# NOTE: Realistic where possible, otherwise picked at random from a spreadsheet. 
# --- KUWAIT AIRPORTS (3) ---
# 
# AHMED AL JABER AIRBASE
387 017 Y 32766 0 1 233800 122800 0 0 0 0 0 233800 233800 0 0
# 
# AL ASAD
32 121 X 32766 25 1 323750 131225 0 0 0 0 0 323750 323750 0 0
# 
# AL TAQADDIM
37 126 X 32766 50 1 338875 128200 0 0 0 0 0 338875 338875 0 0
# 
# AL TAJI
34 123 X 32766 25 1 329750 130025 0 0 0 0 0 329750 329750 0 0
# 
# BASRAH INTERNATIONAL
59 069 X 32766 75 1 386375 118700 11070 11030 0 0 0 386375 386375 0 0
# 
# TALLIL ALI
55 109 X 32766 25 1 369250 122125 0 0 0 0 0 369250 369250 0 0
# 
# SADDAM INTERNATIONAL
41 108 X 32766 100 1 242500 119000 11090 11030 11070 11010 0 242500 242500 0 0
# 
# RASHEED
40 126 X 32766 25 1 387625 118450 0 0 0 0 0 387625 387625 0 0
# 
# AL ISKANDARIYAH NEW
42 126 X 32766 50 1 382000 119575 0 0 0 0 0 382000 382000 0 0
# 
# NEJEF NEW
49 094 X 32766 25 1 380375 119900 0 0 0 0 0 380375 380375 0 0
# 
# UMM QASR
65 023 X 32766 25 1 397625 116450 0 0 0 0 0 397625 397625 0 0
# 
# SAFWAN
63 047 X 32766 25 1 392250 117525 0 0 0 0 0 392250 392250 0 0
# 
# SHAIBAH
61 070 X 32766 25 1 385750 118825 0 0 0 0 0 385750 385750 0 0
# 
# JALIBAH SOUTHEAST
60 097 X 32766 25 1 351750 125625 11040 11040 0 0 0 351750 351750 0 0
# 
# AS SALMAN NORTH
57 118 X 32766 25 1 327000 130575 0 0 0 0 0 327000 327000 0 0
# 
# GHALAYSAN NEW
56 116 X 32766 25 1 288625 138250 0 0 0 0 0 288625 288625 0 0
# 
# WADI AL KHIR NEW
54 085 X 32766 25 1 337125 128550 0 0 0 0 0 337125 337125 0 0
# 
# MUDAYSIS
46 095 X 32766 25 1 281000 139775 11010 11010 0 0 0 281000 281000 0 0
# 
# QALAT SALIH
53 096 X 32766 25 1 357000 124575 0 0 0 0 0 357000 357000 0 0
# 
# AMARA NEW
52 025 X 32766 25 1 373625 121250 0 0 0 0 0 373625 373625 0 0
# 
# QALAT SIKAR
51 038 X 32766 25 1 345125 126950 0 11110 0 0 0 345125 345125 0 0
# 
# KUT AL HAYY EAST
48 051 X 32766 25 1 359250 124125 0 0 0 0 0 359250 359250 0 0
# 
# UBAYDAH BIN AL JARRAH
45 064 X 32766 50 1 396125 116750 0 0 0 0 0 396125 396125 0 0
# 
# AN NUMANIYAH
44 077 X 32766 25 1 375125 120950 0 0 0 0 0 375125 375125 0 0
# 
# SHAYKA MAZHAR
43 090 X 32766 25 1 362375 123500 10950 11050 0 0 0 362375 362375 0 0
# 
# BALAD SOUTHEAST
29 103 X 32766 25 1 348375 126300 0 0 0 0 0 348375 348375 0 0
# 
# SAMARRA EAST
28 114 X 32766 50 1 378750 120225 11180 10990 0 0 0 378750 378750 0 0
# 
# SALUM
27 126 X 32766 25 1 399375 116100 0 0 0 0 0 399375 399375 0 0
# 
# AL MUFRASH
64 023 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# AL MUHAMMADI
35 018 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# HABBANIYAH
36 019 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# QASR TALL MIHL
39 020 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# BAGHDAD MUTHENNA
38 021 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# BASRAH MAQAL
58 022 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# AR RUMAYLAH SOUTHWEST
62 023 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# RADIF AL KHAFI
50 024 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# SHAYKH HANTUSH
47 025 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# ASIM AL MUHAMMAD
33 026 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# BA'QUBAH
31 027 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# SUBAKHU
30 028 Y 32766 0 1 363375 123300 0 0 0 0 0 363375 363375 0 0
# 
# KHORRAMABAD
696 026 X 32766 75 1 300750 135825 11190 11190 0 0 0 300750 300750 0 0
# 
# DEZFUL
700 039 X 32766 25 1 393375 117300 0 0 0 0 0 393375 393375 0 0
# 
# MASJED SOLEYMAN
702 052 X 32766 25 1 387125 118550 0 0 0 0 0 387125 387125 0 0
# 
# BADR
698 065 X 32766 75 1 389375 118100 11180 11170 0 0 0 389375 389375 0 0
# 
# SHAHID BEHESTI
697 078 X 32766 25 1 366375 122700 0 0 0 0 0 366375 366375 0 0
# 
# ESFAHAN
699 091 X 32766 25 1 388125 118350 0 0 0 0 0 388125 388125 0 0
# 
# AHWAZ INTERNATIONAL
703 104 X 32766 100 1 354375 125100 11050 0 0 11010 0 354375 354375 0 0
# 
# AGHAJARI
705 117 X 32766 25 1 342375 127500 0 0 0 0 0 342375 342375 0 0
# 
# BEHBEHAN
706 027 X 32766 50 1 332125 129550 0 10990 0 0 0 332125 332125 0 0
# 
# BANDAR-E MAHSHAHR
707 040 X 32766 25 1 276875 140600 0 0 0 0 0 276875 276875 0 0
# 
# GACH SARAN
708 053 X 32766 50 1 394250 117125 10810 10920 0 0 0 394250 394250 0 0
# 
# GORREH
709 066 X 32766 25 1 361125 123750 0 0 0 0 0 361125 361125 0 0
# 
# KHARK ISLAND
712 079 X 32766 50 1 334875 129000 10870 0 0 0 0 334875 334875 0 0
# 
# DARRAHI
711 092 X 32766 25 1 370375 121900 0 0 0 0 0 370375 370375 0 0
# 
# BUSHEHR
713 105 X 32766 50 1 367375 122500 0 0 0 0 0 367375 367375 0 0
# 
# JAM
714 120 X 32766 75 1 304625 135050 10950 11150 0 0 0 304625 304625 0 0
# 
# SHAHABAD
694 029 Y 32766 0 1 251375 145700 0 0 0 0 0 251375 251375 0 0
# 
# ILAM
695 030 Y 32766 0 1 251375 145700 0 0 0 0 0 251375 251375 0 0
# 
# DEZFUL
701 031 Y 32766 0 1 251375 145700 0 0 0 0 0 251375 251375 0 0
# 
# AHVAZ
704 032 Y 32766 0 1 251375 145700 0 0 0 0 0 251375 251375 0 0
# 
# BAHREGAN
710 033 Y 32766 0 1 251375 145700 0 0 0 0 0 251375 251375 0 0
# 
# US Carrier 65 - Enterprise
2012 012 X 32766 140 1 265200 0 0 0 10855 0 0 265200 265200 0 0
# 
# US Carrier 71 - Roosevelt
2013 011 X 32766 140 1 271200 0 0 0 11010 0 0 271200 271200 0 0
# 
# BAHRAIN
2270 075 X 32766 50 1 383900 119500 0 10870 0 0 0 383900 383900 0 0
# 
# ISA
2267 076 X 32766 50 1 383950 118500 10910 10970 10930 10990 0 383950 383950 0 0
